"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Levine J.A.; Weisell R.; Chevassus S.; Martinez C.D.; Burlingame B.","Levine, James A. (7403580295); Weisell, Robert (6603019116); Chevassus, Simon (7801625720); Martinez, Claudio D. (36726221000); Burlingame, Barbara (6603946581)","7403580295; 6603019116; 7801625720; 36726221000; 6603946581","Looking at child labor [1]","2002","Science","296","5570","","1025","1026","1","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037052492&partnerID=40&md5=7ed9cd7f58393e5e18ca301d0e655c69","Letter","Final","","Scopus","2-s2.0-0037052492"
"Suman Chandra K.","Suman Chandra, K. (6507665662)","6507665662","Child labour in rain-fed and irrigated areas: A case study","2001","Journal of Rural Development","20","2","","321","356","35","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034843159&partnerID=40&md5=394fa3ae61f02cab4a52956e3af312e7","Article","Final","","Scopus","2-s2.0-0034843159"
"Knight G.; Greenberg J.","Knight, Graham (11539932400); Greenberg, Josh (7402353956)","11539932400; 7402353956","Promotionalism and subpolitics: Nike and Its Labor Critics","2002","Management Communication Quarterly","15","4","","541","570","29","80","10.1177/0893318902154002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990366510&doi=10.1177%2f0893318902154002&partnerID=40&md5=d57bb4f28c09ec1bf8200bcea40dcfa0","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84990366510"
"Castillo D.N.; Adekoya N.; Myers J.R.","Castillo, Dawn N. (7006506999); Adekoya, Nelson (56117345600); Myers, John R. (7402995899)","7006506999; 56117345600; 7402995899","Fatal work-related injuries in the agricultural production and services sectors among youth in the United States, 1992-96","2000","Journal of Agromedicine","6","3","","27","41","14","40","10.1300/J096v06n03_04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002643684&doi=10.1300%2fJ096v06n03_04&partnerID=40&md5=ecf69ac614fa2117d914db500f5f7be7","Article","Final","","Scopus","2-s2.0-0002643684"
"Chapman L.J.; Newenhouse A.C.; Meyer R.H.; Karsh B.-T.; Taveira A.D.; Miquelon M.G.","Chapman, L.J. (35578406000); Newenhouse, A.C. (6505800125); Meyer, R.H. (58459331400); Karsh, B.-T. (6603540921); Taveira, A.D. (35587142000); Miquelon, M.G. (6508382715)","35578406000; 6505800125; 58459331400; 6603540921; 35587142000; 6508382715","Musculoskeletal discomfort, injuries, and tasks accomplished by children and adolescents in Wisconsin fresh market vegetable production","2003","Journal of Agricultural Safety and Health","9","2","","91","105","14","16","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038537349&partnerID=40&md5=3308541bc4fd193c4432abff20635875","Article","Final","","Scopus","2-s2.0-0038537349"
"Scott A.J.; Bergman D.","Scott, A.J. (7403271479); Bergman, D. (36846041400)","7403271479; 36846041400","The industrial resurgence of southern California? Advanced ground transportation equipment manufacturing and local economic development","1995","Environment & Planning C: Government & Policy","13","1","","97","124","27","10","10.1068/c130097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028818804&doi=10.1068%2fc130097&partnerID=40&md5=c91880fb4ed0d92ef42df5a8fe3f0267","Article","Final","","Scopus","2-s2.0-0028818804"
"Steinberg M.W.","Steinberg, Marc W. (7401966599)","7401966599","Capitalist Development, the Labor Process, and the Law","2003","American Journal of Sociology","109","2","","445","495","50","50","10.1086/379919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1342289776&doi=10.1086%2f379919&partnerID=40&md5=3d52ebecb99c95ca34ad2783a5dcbafe","Article","Final","","Scopus","2-s2.0-1342289776"
"Rosenzweig M.R.","Rosenzweig, Mark R. (7101650708)","7101650708","The consequences of the agricultural productivity growth for rural landless households: Findings from research based on the Indian Green Revolution experience","2000","Pakistan Development Review","39","4 PART I","","337","361","24","0","10.30541/v39i4pp.337-361","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034580892&doi=10.30541%2fv39i4pp.337-361&partnerID=40&md5=d126ffcd407b09c83da8b7bf894f19f1","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-0034580892"
"Banerjee S.R.","Banerjee, S.R. (57191248904)","57191248904","Agricultural child labor in West Bengal.","1993","Indian pediatrics","30","12","","1425","1429","4","17","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027872426&partnerID=40&md5=e6397773c048a41ecbc6440a024af153","Article","Final","","Scopus","2-s2.0-0027872426"
"Singh S.","Singh, Sukhpal (58262655600)","58262655600","Labour under contract farming in India: Issues of gender and child labour","2001","Indian Journal of Labour Economics","44","4 CONFERENCE ISSUE","","843","852","9","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035719108&partnerID=40&md5=fbe0e3871f6499cf46b728fe4def26ca","Article","Final","","Scopus","2-s2.0-0035719108"
"Gulrajani M.","Gulrajani, M. (7006568535)","7006568535","Child labour and the export sector in the Third World: a case study of the Indian carpet industry","1994","Labour, Capital & Society","27","2","","192","214","22","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028684946&partnerID=40&md5=389c734d087771c7ecac3454db2f7a8f","Article","Final","","Scopus","2-s2.0-0028684946"
"Beyer D.","Beyer, Dorianne (57197670943)","57197670943","Current trends in state child labor legislation and enforcement","1993","American Journal of Industrial Medicine","24","3","","347","350","3","11","10.1002/ajim.4700240313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027281998&doi=10.1002%2fajim.4700240313&partnerID=40&md5=304fd2b52f862829592bcc29af38acb0","Article","Final","","Scopus","2-s2.0-0027281998"
"Wyer J.","Wyer, June (57188894818)","57188894818","Child Labour in Brazilian Agriculture","1986","Critique of Anthropology","6","2","","63","80","17","6","10.1177/0308275X8600600206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928448119&doi=10.1177%2f0308275X8600600206&partnerID=40&md5=70060ace2b1222c1a48f2baca58e64d5","Article","Final","","Scopus","2-s2.0-84928448119"
"Rosner D.","Rosner, David (35280673800)","35280673800","Youth, race, and labor: Working kids and historical ambivalence in twentieth century America","1993","American Journal of Industrial Medicine","24","3","","275","281","6","4","10.1002/ajim.4700240304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027281996&doi=10.1002%2fajim.4700240304&partnerID=40&md5=60174850a8261d374359095ae4fdf169","Article","Final","","Scopus","2-s2.0-0027281996"
"Richter E.D.; Jacobs J.","Richter, Elihu D. (7401582601); Jacobs, Janice (7403557487)","7401582601; 7403557487","Work injuries and exposures in children and young adults: Review and recommendations for action","1991","American Journal of Industrial Medicine","19","6","","747","769","22","12","10.1002/ajim.4700190608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025736168&doi=10.1002%2fajim.4700190608&partnerID=40&md5=c656068497e366632633908c5709f321","Article","Final","","Scopus","2-s2.0-0025736168"
"Verdon N.","Verdon, Nicola (6507837562)","6507837562","The employment of women and children in agriculture: A reassessment of agricultural gangs in nineteenth-century Norfolk","2001","Security Studies","49","1","","41","55","14","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042337205&partnerID=40&md5=7e89271f32a592bacef3b299b8b1173f","Review","Final","","Scopus","2-s2.0-0042337205"
"Casadio G.P.","Casadio, G.P. (6602585818)","6602585818","Against all temptation; [Contro ogni tentazione]","2000","Industria Cotoniera","53","6","","20","23","3","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034489248&partnerID=40&md5=98e2a2501afa9b1233411fa8c48ca3c7","Article","Final","","Scopus","2-s2.0-0034489248"
"Riney-Kehrberg P.","Riney-Kehrberg, Pamela (6507256230)","6507256230","The limits of policy: Rural children and work in the United States and New Zealand, 1870-1920","2001","History of the Family","6","1","","51","67","16","4","10.1016/S1081-602X(01)00060-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041870672&doi=10.1016%2fS1081-602X%2801%2900060-4&partnerID=40&md5=4fc77cd951097e7608eceb37f6b384a0","Article","Final","","Scopus","2-s2.0-0041870672"
"Harari R.; Forastiere F.; Axelson O.","Harari, Raul (55833419100); Forastiere, Francesco (34568758600); Axelson, Olav (7006676926)","55833419100; 34568758600; 7006676926","Unacceptable 'occupational' exposure to toxic agents among children in Ecuador","1997","American Journal of Industrial Medicine","32","3","","185","189","4","24","10.1002/(SICI)1097-0274(199709)32:3<185::AID-AJIM1>3.0.CO;2-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030818731&doi=10.1002%2f%28SICI%291097-0274%28199709%2932%3a3%3c185%3a%3aAID-AJIM1%3e3.0.CO%3b2-X&partnerID=40&md5=4afc0924aec1c36c72d9e9be1172184a","Article","Final","","Scopus","2-s2.0-0030818731"
"Rahikainen M.","Rahikainen, Marjatta (6603128836)","6603128836","First-generation factory children: Child labour in textile manufacturing in nineteenth-century Finland","2002","Scandinavian Economic History Review","50","2","","71","95","24","3","10.1080/03585522.2002.10410809","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036997666&doi=10.1080%2f03585522.2002.10410809&partnerID=40&md5=b7cac5b4ede21b188561bb619b080268","Article","Final","","Scopus","2-s2.0-0036997666"
"Taylor D.","Taylor, D. (57197238017)","57197238017","Meeting the need. Special report: educating girls.","1993","People & the planet / IPPF, UNFPA, IUCN","2","1","","7","9","2","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027868206&partnerID=40&md5=47cf5a57b6c1321df7dd153e9d78bdd3","Article","Final","","Scopus","2-s2.0-0027868206"
"Tait N.","Tait, N. (35612964500)","35612964500","It must be right, everyone is doing it","2001","Canadian Apparel","25","4","","18","19","1","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034887280&partnerID=40&md5=22322721d67006e8fade2719a4ee7f50","Article","Final","","Scopus","2-s2.0-0034887280"
"Wu I.-C.","Wu, I.-C. (7101640791)","7101640791","(Feeding the people: food and population policy in China).; [Nourrir le peuple: politique alimentaire et politique demographique en Chine.]","1981","Revue Tiers Monde","22","86","","441","458","17","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019727990&partnerID=40&md5=aebc765b6a4bb041c575c7b93cd93ad0","Article","Final","","Scopus","2-s2.0-0019727990"
"Smith Jason L.","Smith, Jason L. (7410169120)","7410169120","ROBOTS: APPLICATIONS AND CAPABILITIES.","1984","Fall Industrial Engineering Conference, American Institute of Industrial Engineers","","","","448","453","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021573841&partnerID=40&md5=a0f55413c308b2a0128de8c41e5635ea","Conference paper","Final","","Scopus","2-s2.0-0021573841"
"Rudolph R.L.","Rudolph, Richard L. (7202352767)","7202352767","Family Structure and Proto-industrialization in Russia","1980","The Journal of Economic History","40","1","","111","118","7","16","10.1017/S0022050700104619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974281129&doi=10.1017%2fS0022050700104619&partnerID=40&md5=5c1820e20083319e263f5b9b07c9c458","Article","Final","","Scopus","2-s2.0-84974281129"
"McCreery D.","McCreery, D. (7003516322)","7003516322","'An odious feudalism'. Mandamiento labor and commercial agriculture in Guatemala, 1858-1920.","1986","Latin American Perspectives","13","1","","99","117","18","27","10.1177/0094582X8601300105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022838856&doi=10.1177%2f0094582X8601300105&partnerID=40&md5=b28e8956055d8e3f4d87bcde77f16827","Article","Final","","Scopus","2-s2.0-0022838856"
"Levy V.","Levy, V. (7102590601)","7102590601","Cropping pattern, mechanization, child labor, and  fertility behavior in a farming economy: rural Egypt.","1985","Economic Development & Cultural Change","33","4","","777","791","14","62","10.1086/451494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022172705&doi=10.1086%2f451494&partnerID=40&md5=dd77d3ff84b80f24c50699f9c515b50d","Article","Final","","Scopus","2-s2.0-0022172705"
"Saghayroun A.A.","Saghayroun, A.A. (6507955304)","6507955304","Value and cost of children in rural Sudan.","1983","Sudan journal of population studies","1","1","","29","59","30","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020908505&partnerID=40&md5=7113895aa7c4d98bd1cbcacdada9c893","Article","Final","","Scopus","2-s2.0-0020908505"
"Lianos T.P.; Paris Q.","Lianos, Theodore P. (6601918366); Paris, Quirino (6603210978)","6601918366; 6603210978","American Agriculture and the Prophecy of Increasing Misery","1972","American Journal of Agricultural Economics","54","4","","570","577","7","16","10.2307/1238533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885423433&doi=10.2307%2f1238533&partnerID=40&md5=2d204aaac2258fa372fb24def9eb8589","Article","Final","","Scopus","2-s2.0-84885423433"
"van Hear N.","van Hear, Nick (6602241110)","6602241110","Child Labour and the Development of Capitalist Agriculture in Ghana","1982","Development and Change","13","4","","499","514","15","27","10.1111/j.1467-7660.1982.tb00133.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020433452&doi=10.1111%2fj.1467-7660.1982.tb00133.x&partnerID=40&md5=d1b93ecd067a8b0e8e7789a87643acc1","Article","Final","","Scopus","2-s2.0-0020433452"
"Munslow B.","Munslow, B. (6602073229)","6602073229","Proletarianisation in Mozambique.","1984","Proletarianisation in the Third World","","","","77","98","21","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021537714&partnerID=40&md5=a58b3ccb12278da5ca0857fb30463bc4","Article","Final","","Scopus","2-s2.0-0021537714"
"Aghajanian A.","Aghajanian, A. (6701456829)","6701456829","Family economy and economic contribution of children in Iran: an overview.","1979","Journal of South Asian and Middle Eastern studies","3","1","","21","30","9","11","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018513946&partnerID=40&md5=2a6852bad71a456255f77e88b34f7237","Article","Final","","Scopus","2-s2.0-0018513946"
"","","","Child labour in Morocco's carpet industry.","1985","Planning for small enterprises in Third World cities","","","","171","180","9","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022229876&partnerID=40&md5=654eda497010dc5d6b995b3c7b870a64","Article","Final","","Scopus","2-s2.0-0022229876"
"Ross R.","Ross, Robert (26653865000)","26653865000","The first two centuries of colonial agriculture in the cape colony: A historiographical review","1983","Social Dynamics","9","1","","30","49","19","6","10.1080/02533958308458332","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926273215&doi=10.1080%2f02533958308458332&partnerID=40&md5=29e7fb06ec26cfe152d7b28d91dbaf03","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84926273215"
"Stubbs J.","Stubbs, J. (7005094858)","7005094858","Tobacco on the periphery: a case study in Cuban labour history, 1860-1958.","1985","Tobacco on the periphery: a case study in Cuban labour history, 1860-1958.","","","","","","203","45","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040849269&partnerID=40&md5=b7adb9c50bde0850d135ab0c6b766187","Article","Final","","Scopus","2-s2.0-85040849269"
"Hoffmann Th.","Hoffmann, Th. (57203046483)","57203046483","Tardive decompression damages in the hip joint; [189. Zur Frage von Druckluft-Spätschäden am Hüftgelenk]","1980","Langenbecks Archiv für Chirurgie","352","1","","539","","","0","10.1007/BF01292152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019141036&doi=10.1007%2fBF01292152&partnerID=40&md5=c18136de10b2aa7ba9072b02fd83f885","Article","Final","","Scopus","2-s2.0-0019141036"
"Levy V.","Levy, V. (7102590601)","7102590601","Cropping patterns, mechanization, child labor and fertility behavior in Egypt.","1983","Maurice Falk Institute for Economic Research, Israel, Discussion Paper","83 .07","","","","","24","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020946086&partnerID=40&md5=7b4103d713fe2db99d8cabe2381c4ebb","Article","Final","","Scopus","2-s2.0-0020946086"
